description,category,subcategory
main bowling shah alam,wants,Entertainment
做SPA,wants,Others
minyak masak paket,needs,Food & Beverage
beli lauk,needs,Food & Beverage
holiday trip,wants,Others
grab to work yesterday,needs,Transportation
bayar keta credit,needs,Financial Services
diapers and milk,needs,Others
handbag luxury damansara rm100,wants,Shopping
shopping sakna shah alam for mom,wants,Shopping
minyak masak paket,needs,Food & Beverage
电话费 (diànhuà fèi),needs,Telecommunication
chicken rice for lnuch,needs,Food & Beverage
shopping sakan,wants,Shopping
servis aircond,needs,Others
spa pacakge now,wants,Others
bubble tea craving  kedai runcit,wants,Food & Beverage
bus fare today,needs,Transportation
flight tickets jb cash,wants,Others
maan wagyu,wants,Food & Beverage
bayar bil celcom kl,needs,Telecommunication
买奶茶 (boba),wants,Food & Beverage
tudung duck,wants,Shopping
nambang bas  midvaley,needs,Transportation
上网费 (shàngwǎng fèi) klang,needs,Telecommunication
buy groceries giant cheras,needs,Food & Beverage
pay insurance,needs,Financial Services
perg bercuti langkawi,wants,Others
beli pampers anak,needs,Others
bayar sewa ghugi tomorrow,needs,Financial Services
付房租 (fù fángzū),needs,Financial Services
insurans nyawa penang,needs,Financial Services
காய்கறி k(aaigari),needs,Food & Beverage
main game,wants,Entertainment
kredit telefon,needs,Telecommunication
car service centre,needs,Transportation
பர்கர் (burger),wants,Food & Beverage
beli papers anak,needs,Others
beli pampers anak deposit,needs,Others
beli baju raya,wants,Shopping
gi jalan jalan  kedai runcit,wants,Entertainment
打油 (dǎ yóu),needs,Transportation
zakat fitrah,needs,Financial Services
sabun basuh baju,needs,Others
buy medicine,needs,Others
买手机 (buy phone) monthly,wants,Shopping
tiket knsert,wants,Entertainment
school fees,needs,Others
grabfood delivery,wants,Food & Beverage
makan kfc family,wants,Food & Beverage
topup hotlink,needs,Telecommunication
topup umobile rm50,needs,Telecommunication
பால் (paal),needs,Food & Beverage
மருத்துவர் (doctor),needs,Others
reload prepaid monthly,needs,Telecommunication
minyak masak paket,needs,Food & Beverage
change engine oil yesterday,needs,Transportation
bil elektrik tnb monthly,needs,Financial Services
chicken rice for lunch,needs,Food & Beverage
pay car loan for family,needs,Financial Services
spa dan urut  bangsar today,wants,Others
看电影 (movie),wants,Entertainment
spa package kl today,wants,Others
makan angni rm50,wants,Food & Beverage
bil air syabas  at mall lagi,needs,Financial Services
basuh keeta polish,wants,Others
lrt ticket monthly kl,needs,Transportation
isi minyak kereta full  online,needs,Transportation
minyak muto damansara,needs,Transportation
servis aircond cheras,needs,Others
bread and eggs chersa,needs,Food & Beverage
kek secret recipe baru,wants,Food & Beverage
pay house rent  kedai runcit for family,needs,Financial Services
bil unifi rumah,needs,Telecommunication
ubat gigi,needs,Others
give parents money,needs,Financial Services
看电影 (movie) jb tomorrow,wants,Entertainment
main game,wants,Entertainment
yuran tadika,needs,Others
steam games  online,wants,Entertainment
கார் கடன் (car loan)  at mall,needs,Financial Services
topup umobile,needs,Telecommunication
买奶茶 (boba),wants,Food & Beverage
beli air boba,wants,Food & Beverage
看医生 (kàn yīshēng) lagi,needs,Others
give parents money credit,needs,Financial Services
bubble tea craving  at mall,wants,Food & Beverage
beli data deposit,needs,Telecommunication
minya muto,needs,Transportation
tiket flight  midvalley now,wants,Others
还车贷 (huán chēdài) jb,needs,Financial Services
parking ticket,needs,Transportation
喝星巴克 (starbcks),wants,Food & Beverage
minyak maask paket,needs,Food & Beverage
home decor,wants,Others
langgan netflix damansar,wants,Entertainment
ngeteh mahal for mom,wants,Food & Beverage
buy cooking oil for mom,needs,Food & Beverage
topup touch n go,needs,Transportation
insurans nyawa,needs,Financial Services
ubat gigi lagi,needs,Others
basuh kereta polish damansara,wants,Others
bayar mxais baru,needs,Telecommunication
baskin robbins kl,wants,Food & Beverage
hiasan rumah kl,wants,Others
karaoke night damansara,wants,Entertainment
pergi bercuti langkawi rm10,wants,Others
reload tng ewallet,needs,Transportation
ngeteh mahal  pavilion,wants,Food & Beverage
diapers and milk jb,needs,Others
bread and eggs kl,needs,Food & Beverage
shopee 11.11 rm100,wants,Shopping
சோறு (sou),needs,Food & Beverage
போன் பில் (phone bill),needs,Telecommunication
main bowling  kedai runcit,wants,Entertainment
makan wagyu for mom,wants,Food & Beverage
bubbl tea craving rm100,wants,Food & Beverage
மின்சாரம் (electric bill),needs,Financial Services
chicken rice for lunch,needs,Food & Beverage
看电影 (movie),wants,Entertainment
sayur manis,needs,Food & Beverage
beli beras 10kg,needs,Food & Beverage
上网费 (shàngwǎng fèi) jb,needs,Telecommunication
tukar phone baru,wants,Shopping
mdconalds set,wants,Food & Beverage
tapau nasi,needs,Food & Beverage
sayur pasar tani  pavilion rm100,needs,Food & Beverage
school fees rm50,needs,Others
买奶茶 (boba) rm50,wants,Food & Beverage
give parents money,needs,Financial Services
shopee 11.11,wants,Shopping
saur manis,needs,Food & Beverage
tambah nilai tng rm10,needs,Transportation
durian musang king damansara credit,wants,Food & Beverage
பீஸ்ஸா (pizza) rm10,wants,Food & Beverage
வீட்டு வாடகை (veettu vaadagai),needs,Financial Services
shopping sakan,wants,Shopping
beli pampers anak  kedai runcit for mom,needs,Others
grab to work,needs,Transportation
imnum starbucks,wants,Food & Beverage
tpup tepon,needs,Telecommunication
做SPA  pavilion lagi,wants,Others
imnum starbucks,wants,Food & Beverage
pay car loan cheras,needs,Financial Services
flight tickets toay,wants,Others
chicken rice for lunch,needs,Food & Beverage
pekena nasi kandaq,wants,Food & Beverage
minyak muto  bangsar,needs,Transportation
bayar hutang  pavilion for family,needs,Financial Services
shopee 11.11,wants,Shopping
beli baju raya rm50,wants,Shopping
付过路费 (tol)  online urgent,needs,Transportation
tukar atyar kereta klang credit,needs,Transportation
baskin robbins,wants,Food & Beverage
beli baju raya kl credit,wants,Shopping
staycation peanng credit,wants,Others
concer tickets,wants,Entertainment
netflix premium damansara for family,wants,Entertainment
இணையம் (internet),needs,Telecommunication
beli ayam seekor,needs,Food & Beverage
hotel booking baru,wants,Others
gym membership,wants,Others
makan angin for family,wants,Food & Beverage
basuh kereta polish rm10,wants,Others
reload tng ewalle,needs,Transportation
yuran tadika urgent,needs,Others
买奶茶 (boba) rm100,wants,Food & Beverage
鸡饭 (jīfàn baru,needs,Food & Beverage
充值 (top up),needs,Telecommunication
看医生 (kàn yīshēng) jb,needs,Others
போன் பில் (phne bill),needs,Telecommunication
topup touch n go damansara urgent,needs,Transportation
சோறு (soru)  kedai runcit,needs,Food & Beverage
make nasi berlauk,needs,Food & Beverage
topup tepon cash,needs,Telecommunication
mbayar aek cheras lagi,needs,Financial Services
servis aircond,needs,Others
买奶茶 (boba) urgent,wants,Food & Beverage
tuitoin fees,needs,Others
tambah nilai tng,needs,Transportation
isi minyak keta,needs,Transportation
car service centre,needs,Transportation
மின்சாரம் (elctric bill),needs,Financial Services
看电影 (movie),wants,Entertainment
做SPA,wants,Others
car service centre,needs,Transportation
beli diamond mlbb,wants,Entertainment
data reload  at mall,needs,Telecommunication
orean bbq,wants,Food & Beverage
yuran sekoah anak,needs,Others
bread and eggs,needs,Food & Beverage
holiday trip  bangsar,wants,Others
mobile data plan tomorrow,needs,Telecommunication
home wifi bill for mom,needs,Telecommunication
beli pampers anak  kedai runcit today,needs,Others
zakat fitrah  bangsar,needs,Financial Services
bayar sewa ghugi,needs,Financial Services
barang dapur basa,needs,Food & Beverage
settle ptptn,needs,Financial Services
isi minyak keta,needs,Transportation
tiket sunway lagoo,wants,Entertainment
bayar sewa rumah,needs,Financial Services
sushi king,wants,Food & Beverage
唱K (karaoke),wants,Entertainment
喝星巴克 (starbucks kl now,wants,Food & Beverage
isi minyak kereta full,needs,Transportation
பெட்ரோல் (petrol),needs,Transportation
spa dan urut kl,wants,Others
new gadget,wants,Shopping
beli midi  online for mom,needs,Food & Beverage
parking ticket,needs,Transportation
பீஸ்ஸா (pizza  bangsar,wants,Food & Beverage
tuition fees jb,needs,Others
hiasan rumah today,wants,Others
duria musang king,wants,Food & Beverage
main game,wants,Entertainment
mbayar aek,needs,Financial Services
durian musang king,wants,Food & Beverage
movie tickes rm100,wants,Entertainment
bayar duit kereta rm50,needs,Financial Services
reload tng ewallet yesterday,needs,Transportation
还车贷 (huán chēdài),needs,Financial Services
还车贷 (huán chēdài),needs,Financial Services
bus fare baru,needs,Transportation
baran dapur basah,needs,Food & Beverage
home wifi bill,needs,Telecommunication
reload tng ewallet,needs,Transportation
hotel booking for family,wants,Others
打油 (dǎ yóu)  online,needs,Transportation
做SPA jb,wants,Others
பஸ் கட்டணம் (bus are),needs,Transportation
tuition fees jb tomorrow,needs,Others
topup touch n go,needs,Transportation
cukai pendapatan lhdn,needs,Financial Services
makan kfc family rm100,wants,Food & Beverage
pay water bill  midvalley,needs,Financial Services
doctor vsiit,needs,Others
学费 (xuéfèi) now,needs,Others
tambah nilai tng,needs,Transportation
tnb bill payment now,needs,Financial Services
lrt ticket monthly,needs,Transportation
sabun basuh baju shah alam cash,needs,Others
fancy dinner for family,wants,Food & Beverage
学费 (xuéfèi) kl rm10,needs,Others
isi minyak keta,needs,Transportation
bus fare,needs,Transportation
bil unifi rumah,needs,Telecommunication
பள்ளி கட்டணம் (school fee),needs,Others
tudung duck rm50,wants,Shopping
beli sabun basuh deposit,needs,Others
shopping sakan rm50,wants,Shopping
tengok wayang,wants,Entertainment
skincare haul,wants,Shopping
付过路费 (tol),needs,Transportation
beli pampers anak kl,needs,Others
main game,wants,Entertainment
doctor visit,needs,Others
handbag luxury,wants,Shopping
makan kfc family,wants,Food & Beverage
kredit telefon penang,needs,Telecommunication
shopping mall today,wants,Shopping
minyak muto rm100,needs,Transportation
mobile data plan,needs,Telecommunication
data reload rm10,needs,Telecommunication
tukar phone baru for mom,wants,Shopping
网购 (online shopping) yesterday,wants,Shopping
beli ubat demam cheras credit,needs,Others
spa dan urut kl,wants,Others
toiletries,needs,Others
handbag luxury  bangsar,wants,Shopping
klinik pane jb credit,needs,Others
servis aircond,needs,Others
nambang bas jb urgent,needs,Transportation
new sneakers  bangsar,wants,Shopping
beli air boba lagi,wants,Food & Beverage
bayar sewa rumah penang,needs,Financial Services
beli ayam seekor,needs,Food & Beverage
pump petro  online,needs,Transportation
bayar hutang jb,needs,Financial Services
சினிமா (cinema),wants,Entertainment
korean bbq,wants,Food & Beverage
pump petrol,needs,Transportation
修车 (repair car),needs,Transportation
மின்சாரம் (electric bill) monthly,needs,Financial Services
看电影 (movie) monthly,wants,Entertainment
还车贷 (huán chēdài) for mom,needs,Financial Services
servis kereta damansara,needs,Transportation
home deco penang tomorrow,wants,Others
new gadget,wants,Shopping
சினிமா (cinema),wants,Entertainment
grabfood delivery,wants,Food & Beverage
korean bbq,wants,Food & Beverage
போன் பில் (phone bill)  pavilion,needs,Telecommunication
வீட்டு வாகடை (veettu vaadagai)  kedai runcit,needs,Financial Services
taycation today,wants,Others
kek secret recipe,wants,Food & Beverage
lrt ticket monthly,needs,Transportation
lunch economy rice,needs,Food & Beverage
பர்கர் (burger) ysterday,wants,Food & Beverage
servis aircond for mom,needs,Others
durian musang king,wants,Food & Beverage
spotify subscription,wants,Entertainment
喝星巴克 (starbucks) rm50,wants,Food & Beverage
minum starbucks  at mall,wants,Food & Beverage
看医生 (kàn yīshēng),needs,Others
flight ickets jb,wants,Others
sayur manis,needs,Food & Beverage
servis kreta,needs,Transportation
bil elektrik tnb,needs,Financial Services
basuh kereta polish yesterday,wants,Others
pay car loan for family,needs,Financial Services
吃火锅 (hotpot) rm50,wants,Food & Beverage
电话费 (diànhuà fèi) for family,needs,Telecommunication
tiket bas rapid urgent,needs,Transportation
mbayar aek,needs,Financial Services
bubble tea craving,wants,Food & Beverage
makan angin,wants,Others
付过路费 (tol),needs,Transportation
staycation shah alam baru,wants,Others
唱K (karaoke) shah alam,wants,Entertainment
staycation,wants,Others
去云顶 (genting) damansara rm100,wants,Entertainment
zakat fitrah damansara,needs,Financial Services
toppu hotlink,needs,Telecommunication
看医生 (kàn yīshēng) klang cash,needs,Others
spa package,wants,Others
beli air boba for mom,wants,Food & Beverage
pump petro monthly,needs,Transportation
பஸ் கட்டணம் (bus fare) urgent,needs,Transportation
holiay bali,wants,Others
杂饭 (záfàn),needs,Food & Beverage
tiket flight  bangsar,wants,Others
mcdonalds set,wants,Food & Beverage
minyak muto shah alam,needs,Transportation
toiletries cheras,needs,Others
ngeteh mahal,wants,Food & Beverage
இணையம் (internet) yesterday,needs,Telecommunication
spa dan urut  bangsar credit,wants,Others
mekap watsons,wants,Shopping
servis aircond  bangsar baru,needs,Others
唱K (karaoke) credit,wants,Entertainment
uniqlo haul,wants,Shopping
tuition fees jb,needs,Others
bayar duit kereta cheras,needs,Financial Services
yuran sekolah anak,needs,Others
